dia,hora,autor,mensaje,editado
2024-01-11,52965.0,Venegas,@50663600334,False
2024-01-11,52965.0,Venegas,Did the teacher say something about 9 to you?,False
2024-01-11,53071.0,Lau Villacís,‎This message has been deleted.,False
2024-01-11,53129.0,Venegas,Malparido @50685161588,False
2024-01-11,55668.0,Dixon Montero,Do you need help with 9?,False
2024-01-11,55694.0,Dixon Montero,This way they help me with the 14th hehe,False
2024-01-12,40743.0,Venegas,happy birthday @50684441770,False
2024-01-12,40746.0,Venegas,ky ky,False
2024-01-12,40748.0,Venegas,‎sticker omitted,False
2024-01-12,40751.0,Venegas,‎sticker omitted,False
2024-01-12,40753.0,Venegas,ha ha ha ha ha ha,False
2024-01-12,40756.0,Venegas,have a nice time,False
2024-01-12,47924.0,Corella,If the cut of Actuarials went up a little bit hahaha,False
2024-01-12,47953.0,Ashley Padilla,Just a little bit more 😂 ‎,True
2024-01-12,47966.0,Sebas,How much was it?,False
2024-01-12,47971.0,Ashley Padilla,658,False
2024-01-12,47974.0,Sebas,oops,False
2024-01-12,47982.0,Sebas,But the PHC was very low,False
2024-01-12,47992.0,Felix,‎sticker omitted,False
2024-01-12,48330.0,Adrian,Wasn't he in 60?,False
2024-01-12,49798.0,Javier Hernández,‎image omitted,False
2024-01-12,49817.0,Javier Hernández,You are beginning to see the fame they made him,False
2024-01-12,49824.0,Juan Pablo M.,at what time,False
2024-01-12,49920.0,Javier Hernández,70 I think,False
2024-01-12,50009.0,Adrian,I think it was 100% because of the change in plan and because last year it was the highest paying career.,False
2024-01-12,50032.0,Javier Hernández,"Exactly, I think the same",False
2024-01-12,50047.0,Javier Hernández,There is no longer that fear of carrying pure mates,False
2024-01-12,50086.0,Juan Pablo M.,but they are still almost the same teachers in the end,False
2024-01-12,50130.0,Adrian,"What a drag zzz. I liked that actuarials were low, it made it a niche",False
2024-01-12,50147.0,Juan Pablo M.,"kqjajajs, the fact that it was low gave it the touch",False
2024-01-12,50160.0,Juan Pablo M.,It was part of the race that the cutoff was always 500,False
2024-01-12,50166.0,Adrian,I agree,False
2024-01-12,50197.0,Javier Hernández,"Although sometimes it happens that of the 40 places only 10 people competed and then everyone gets in, so the cutoff is the score of the 10th person",False
2024-01-12,50368.0,Adrian,Right now a private u is coming out with a new actuarial career XD,False
2024-01-12,51548.0,Venegas,Yes indeed,False
2024-01-12,51561.0,Venegas,I shit on CRHOY,False
2024-01-12,51588.0,Venegas,"I confirm, but they are going to screw most of them in 151",False
2024-01-12,51590.0,Venegas,‎sticker omitted,False
2024-01-12,51592.0,Venegas,Long live God,False
2024-01-12,51605.0,Venegas,Yes indeed,False
2024-01-12,51612.0,Venegas,"In fact, that happens in Mate",False
2024-01-12,51615.0,Venegas,😂😂😂😍😍😂,False
2024-01-12,51623.0,Venegas,It does not cost much,False
2024-01-12,51640.0,Venegas,"First they have to hire actuaries, and what actuary is going to want to be a teacher?",False
2024-01-12,51650.0,Venegas,At least in the next 10-15 years,False
2024-01-12,51658.0,Venegas,No private company will have actuarial,False
2024-01-12,51670.0,Venegas,It depends on which teachers want to prostitute themselves.,False
2024-01-12,51679.0,Venegas,And most actuaries want money,False
2024-01-12,51681.0,Venegas,Do not teach,False
2024-01-12,51697.0,Venegas,"That's if they stay in CR, because there will be many who leave the country",False
2024-01-12,52111.0,Adrian,"I'm going there when I graduate, I'm going to found actuaries in La Latina. With college math and engineering program ‎",True
2024-01-12,52308.0,Adrian,‎image omitted,False
2024-01-12,52382.0,Venegas,hahaha,False
2024-01-12,52383.0,Venegas,Yeah,False
2024-01-12,52385.0,Venegas,You have the.doc,False
2024-01-12,52387.0,Venegas,they pass it to me,False
2024-01-12,52390.0,Venegas,Please,False
2024-01-12,52399.0,Adrian,Cortes-Primer-Ingreso-2024.pdf • 12 pages document omitted,False
2024-01-12,62450.0,Corella,‎image omitted,False
2024-01-12,62465.0,Andrés Montero,‎sticker omitted,False
2024-01-12,62467.0,Ashley Padilla,NOOOO HAHAHA,False
2024-01-12,62525.0,Juan Pablo M.,‎sticker omitted,False
2024-01-12,66024.0,Venegas,XDDDD,False
2024-01-14,66794.0,Dixon Montero,‎This message has been deleted.,False
2024-01-14,66811.0,Corella,Hahaha,False
2024-01-14,66814.0,Ashley Padilla,What was that Dixon photo 😳😳,False
2024-01-14,66855.0,Dixon Montero,🤫,False
2024-01-14,66859.0,Dixon Montero,Be sapa hahaha,False
2024-01-14,71165.0,Venegas,"If you liked it, ask for it privately sapa",False
2024-01-14,71186.0,Venegas,‎sticker omitted,False
2024-01-16,37912.0,Javier Hernández,‎sticker omitted,False
2024-01-16,37915.0,Javier Hernández,@50684743854,False
2024-01-16,39223.0,Venegas,XD,False
2024-01-16,54334.0,Dixon Montero,‎image omitted,False
2024-01-16,54348.0,Venegas,Wow what a cool man,False
2024-01-16,54362.0,Ashley Padilla,Come on! come on! come on!!!,False
2024-01-16,54363.0,Venegas,"When her little arms grow more, she will put them on me as a necklace",False
2024-01-16,54366.0,Venegas,‎sticker omitted,False
2024-01-16,54368.0,Venegas,sapa,False
2024-01-16,54393.0,Javier Hernández,Oh soft 😍,False
2024-01-16,54416.0,Javier Hernández,‎sticker omitted,False
2024-01-16,54424.0,Javier Hernández,Soft what?,False
2024-01-16,54425.0,Javier Hernández,Ha ha ha,False
2024-01-16,54431.0,Venegas,Hardooooo ‎,True
2024-01-16,54510.0,Javier Hernández,@50687068012 but send the pack well,False
2024-01-16,54716.0,Venegas,One without a shirt please,False
2024-01-16,54722.0,Venegas,‎sticker omitted,False
2024-01-18,66116.0,~ Heizel Obando Leiva,‎Change your security code with +506 8982 2719.,False
2024-01-21,74923.0,Adrian,But tomorrow's consultation started at 9 or 8?,False
2024-01-21,75270.0,Anthony,8,False
2024-01-21,75294.0,Javier Hernández,But it is better to write to the teacher,False
2024-01-21,75297.0,Javier Hernández,To confirm,False
2024-01-23,4333.0,Adrian,‎image omitted,False
2024-01-23,4334.0,Adrian,‎image omitted,False
2024-01-23,4334.0,Adrian,‎image omitted,False
2024-01-23,32079.0,Javier Hernández,Adrián earned a kiss,False
2024-01-23,32120.0,Gerard,‎image omitted,False
2024-01-23,54012.0,Venegas,masters,False
2024-01-23,54020.0,Venegas,It's true that Raúl is the one who takes the exam,False
2024-01-23,54054.0,Adrian,I think this one is made by Jennifer. What someone had told me is that maybe Raúl will review it,False
2024-01-23,56370.0,Venegas,"If I talked shit on Telegram, *I'M CLEARLY SHIT*",False
2024-01-23,56372.0,Venegas,‎sticker omitted,False
2024-01-23,56384.0,Venegas,*IJOSUPUTOMOTHER CALL GOD*,False
2024-01-23,56385.0,Venegas,‎sticker omitted,False
2024-01-23,57627.0,Paula,‎sticker omitted,False
2024-01-24,54914.0,Anthony,https://www.instagram.com/p/C2dSVEnRl40/?hl=en,False
2024-01-24,54980.0,Anthony,In that post is the link for the attendance contest,False
2024-01-24,55314.0,~ Alonso 💥,Does Anthony know what HA and HE mean?,False
2024-01-24,55329.0,Corella,Assistant hours and student hours,False
2024-01-24,55332.0,Javier Hernández,Student hours and attendance hours,False
2024-01-24,55343.0,Javier Hernández,‎sticker omitted,False
2024-01-24,55365.0,~ Alonso 💥,Pure Life,False
2024-01-24,84048.0,Paula,@50684958272 can you send your exam so that the teacher can solve it tomorrow?,False
2024-01-24,84050.0,Paula,‎sticker omitted,False
2024-01-24,84089.0,~ Alonso 💥,"I think the exam I have is part 2, not part 1 🥲",False
2024-01-24,84091.0,~ Alonso 💥,‎sticker omitted,False
2024-01-24,84101.0,~ Alonso 💥,I can't find the one from the first one,False
2024-01-24,84113.0,~ Alonso 💥,‎image omitted,False
2024-01-24,84165.0,Venegas,‎sticker omitted,False
2024-01-24,84334.0,Paula,Thank you,False
2024-01-24,84346.0,~ Alonso 💥,‎sticker omitted,False
2024-01-24,84410.0,Javier Hernández,‎sticker omitted,False
2024-01-25,28077.0,Corella,"Good morning people, a question. Was that thing about us being moved to 404 just for yesterday or is it also for the rest of the classes?",False
2024-01-25,28461.0,Anthony,Just yesterday,False
2024-01-25,28485.0,Corella,‎sticker omitted,False
2024-01-25,28488.0,Corella,Thank you!,False
2024-01-25,54224.0,Venegas,What a brave warning👌🏻💔,False
2024-01-25,57264.0,Paula,‎sticker omitted,False
2024-01-29,65172.0,Anthony,"People, TCU pre-registration is now open, from today until Wednesday",False
2024-01-29,65181.0,Anthony,https://tcu.ucr.ac.cr/https://tcu.ucr.ac.cr/,False
2024-01-29,65348.0,Anthony,That link doesn't work salu2,False
2024-01-29,65351.0,Anthony,https://accionsocial.ucr.ac.cr/modalidades/trabajo-comunidad/matricula-tcu,False
2024-01-29,69638.0,Ashley Padilla,‎Change your security code with Ashley Padilla.,False
2024-01-30,37540.0,~ Alonso 💥,Has anyone already asked the teacher about moving 5%?,False
2024-01-30,37569.0,Ashley Padilla,Go big and ask,False
2024-01-30,37584.0,~ Alonso 💥,‎sticker omitted,False
2024-01-30,37611.0,~ Alonso 💥,@50684743854 grow up you are the voice of the group,False
2024-01-30,42597.0,Sofía Bocker,‎image omitted,False
2024-01-30,42646.0,Paula,Thank you,False
2024-01-30,42653.0,Paula,‎sticker omitted,False
2024-01-30,76861.0,Dixon Montero,Maes asks what the name of what the hangman's hook looks like?,False
2024-01-30,76884.0,Anthony,Wtf,False
2024-01-30,76888.0,Anthony,Gamma function?,False
2024-01-30,76890.0,Felix,Gamma,False
2024-01-30,76891.0,Corella,Hahaha,False
2024-01-30,76893.0,Ashley Padilla,Gamma?,False
2024-01-30,76894.0,Ashley Padilla,Hahahaha,False
2024-01-30,76898.0,Dixon Montero,Yeah,False
2024-01-30,76900.0,Dixon Montero,That,False
2024-01-30,76901.0,Felix,‎sticker omitted,False
2024-01-30,76910.0,Sofía Bocker,Hahaha,False
2024-01-30,76931.0,Dixon Montero,It's just that I need to make a query and I didn't remember hahaha,False
2024-01-30,76953.0,Luis Fer Amey,hahaha how strange,False
2024-02-01,48898.0,Marco Guardia,For those interviewed in repretel,False
2024-02-01,48898.0,Marco Guardia,The report came out but we didn't go out 😞,False
2024-02-01,48935.0,Javier Hernández,Did it come out today?,False
2024-02-01,48940.0,Marco Guardia,Yeah,False
2024-02-01,48950.0,Javier Hernández,My grandmother saw it in full yesterday and nothing haha,False
2024-02-01,48952.0,Javier Hernández,Justly,False
2024-02-01,48960.0,Javier Hernández,They didn't like our performance 🤣,False
2024-02-01,48970.0,Marco Guardia,I'm sure he thought,False
2024-02-01,48982.0,Marco Guardia,These people talking about working in banking and insurance and studying theater,False
2024-02-01,48997.0,Sofía Bocker,Noo,False
2024-02-01,49009.0,Sofía Bocker,I was watching it yesterday too haha,False
2024-02-01,49019.0,Ashley Padilla,Let's make a protest,False
2024-02-01,49096.0,Corella,‎sticker omitted,False
2024-02-01,50545.0,Venegas,HA HA HA,False
2024-02-01,82538.0,Javier Hernández,Raul:,False
2024-02-01,82538.0,Javier Hernández,https://www.instagram.com/reel/C1-EqeaOKwu/?igsh=MWR4Y2pnbHg3ZW5hMg==,False
2024-02-01,82620.0,Adrian,Raul: but with this trick it comes out in 3 lines,False
2024-02-01,82652.0,Javier Hernández,"Proceed to change the integral completely and that's it, trivial 👍🏽",False
2024-02-04,74841.0,Javier Hernández,"Hey, just in case, your tuition payment is due tomorrow, so you don't forget and then get charged interest in vain 🫶🏽",False
2024-02-04,74895.0,Paula,‎sticker omitted,False
2024-02-05,47808.0,Corella,"One question, they didn't hand in the exams at the end?",False
2024-02-05,47830.0,Ashley Padilla,No :(,False
2024-02-05,47886.0,Corella,Oh well thanks!,False
2024-02-06,48942.0,Javier Hernández,Hey!! Today the news came out 🥲,False
2024-02-06,48953.0,Javier Hernández,@50686093714 @50670768120 @50684441770 @50684091091,False
2024-02-06,48960.0,Corella,Didn't you record it?,False
2024-02-06,48973.0,Javier Hernández,You have to pay attention to the nightly news,False
2024-02-06,48974.0,Dixon Montero,Was it repretel news?,False
2024-02-06,48976.0,Javier Hernández,No 🥲,False
2024-02-06,48977.0,Ashley Padilla,Is it telematics?,False
2024-02-06,48986.0,Javier Hernández,It was an aunt who wrote to me 🤣,False
2024-02-06,48990.0,Javier Hernández,Who saw me on the news,False
2024-02-06,48992.0,Javier Hernández,Imagine,False
2024-02-06,48996.0,Javier Hernández,Repretel,False
2024-02-06,48999.0,Javier Hernández,In the 6,False
2024-02-06,49006.0,Javier Hernández,"At night I'll let you know, and if I see it I'll record it.",False
2024-02-06,49007.0,Dixon Montero,Now I'll pass them on then,False
2024-02-06,49007.0,Sofía Bocker,On Facebook they always put the news,False
2024-02-06,49014.0,Sofía Bocker,Complete,False
2024-02-06,49023.0,Javier Hernández,You have to look for it,False
2024-02-06,49143.0,Sofía Bocker,https://www.facebook.com/share/v/AA5cKmcvsKhRSfDU/?mibextid=WC7FNe,False
2024-02-06,49143.0,Sofía Bocker,,False
2024-02-06,49143.0,Sofía Bocker,When the live ends you can search,False
2024-02-06,49247.0,Javier Hernández,Good Sofia!!,False
2024-02-06,49247.0,Javier Hernández,Ha ha ha,False
2024-02-06,49325.0,Anthony,https://www.repretel.com/noticia/cuales-son-los-5-puestos-de-trabajo-mas-dificiles-de-consegura-en-costa-rica/,False
2024-02-06,49697.0,Dixon Montero,https://youtu.be/hSr9seXYGxM?si=kqLa4ObOKjzFR_tZ,False
2024-02-06,49930.0,Ashley Padilla,"Wow, how cute",False
2024-02-06,49986.0,Sofía Bocker,"Yes haha, you can see that they cut them, but they did it well",False
2024-02-06,50088.0,Paula,‎sticker omitted,False
2024-02-06,50404.0,Javier Hernández,She wasn't wearing those clothes the day she interviewed us,False
2024-02-06,50408.0,Javier Hernández,They used us,False
2024-02-06,50413.0,Javier Hernández,That wasn't the end of the question.,False
2024-02-06,50416.0,Javier Hernández,I feel cheated,False
2024-02-06,50416.0,Javier Hernández,Ha ha ha,False
2024-02-06,50467.0,Marco Guardia,What a shame,False
2024-02-06,50472.0,Javier Hernández,Ha ha ha,False
2024-02-06,50498.0,Venegas,omitted audio,False
2024-02-06,50502.0,Venegas,@50686093714,False
2024-02-06,50506.0,Venegas,I love you baby,False
2024-02-06,50552.0,Sofía Bocker,https://youtu.be/YRZkqyySKTs?si=jPoBjrXKoUlpdpQq,False
2024-02-06,50552.0,Sofía Bocker,,False
2024-02-06,50552.0,Sofía Bocker,"You have the same clothes here, right?",False
2024-02-06,50572.0,Venegas,wow what a good Jaw line that eagle has😳👌🏻,False
2024-02-06,50663.0,Marco Guardia,Yeah,False
2024-02-06,50670.0,Marco Guardia,that was the one I saw the other day,False
2024-02-06,50675.0,Marco Guardia,and I assumed that they had not put us,False
2024-02-06,55999.0,Javier Hernández,My friend who does not forgive one:,False
2024-02-06,56034.0,Javier Hernández,He lost faith very quickly,False
2024-02-06,83505.0,Javier Hernández,‎image omitted,False
2024-02-06,83517.0,Javier Hernández,I thought it was the exams,False
2024-02-07,22589.0,Luis Fer Amey,Yes they are but you have to upload them later maybe,False
2024-02-07,24072.0,Luis Fer Amey,Lie they are already,False
2024-02-07,24578.0,Javier Hernández,The teacher getting up early,False
2024-02-07,24592.0,Javier Hernández,"What's up, he made the assignment to give each one a grade",False
2024-02-13,64090.0,Venegas,‎image omitted,False
2024-02-14,49234.0,Venegas,Sede_RodrigoFacio_1_2024.pdf • ‎313 pages ‎document omitted,False
2024-02-14,49265.0,Paula,‎sticker omitted,False
2024-02-15,52261.0,Venegas,people!,False
2024-02-15,52272.0,Venegas,"Serious question, please try to answer.",False
2024-02-15,52307.0,Venegas,‎SURVEY:,False
2024-02-15,52307.0,Venegas,"If Actuarials had electives, would they take them? Optional Non-mandatory",False
2024-02-15,52307.0,Venegas,‎OPTION: Yes (18 votes),False
2024-02-15,52307.0,Venegas,‎OPTION: No (1 vote),False
2024-02-15,52319.0,Venegas,It's for something serious,False
2024-02-15,52327.0,Venegas,Tons I would like to know what you think,False
2024-02-15,52366.0,Anthony,"If it is about data, I will come by Sunday.",False
2024-02-15,52374.0,Venegas,HA HA HA,False
2024-02-15,52380.0,Venegas,What?😂,False
2024-02-15,52551.0,Luis Fer Amey,Someone I see with a lot of energy,False
2024-02-15,52596.0,Venegas,‎SURVEY:,False
2024-02-15,52596.0,Venegas,Mark Electives that you would like (You can mark several),False
2024-02-15,52596.0,Venegas,‎OPTION: MA0150 (0 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: MA0250 (0 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: MA0350 (0 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: MA450 (4 votes),False
2024-02-15,52596.0,Venegas,OPTION: MA0455 (Ordinary Differential Equations) (11 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: MA505 (Analysis I) (8 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: MA0840 (Pure Mate Probability - Theory of Measurement leads seen in Analysis I) (5 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: Intermediate Accounting I (3 votes),False
2024-02-15,52596.0,Venegas,OPTION: Microeconomics II (5 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: Macroeconomics II (2 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: Programming II (17 votes),False
2024-02-15,52596.0,Venegas,‎OPTION: Introduction to Logic (Filo School) (2 votes),False
2024-02-15,52652.0,Venegas,‎SURVEY:,False
2024-02-15,52652.0,Venegas,"If Actuarials had electives, would they take them? Optional Non-mandatory",False
2024-02-15,52652.0,Venegas,‎OPTION: Basic Symbolic Logic (1 vote),False
2024-02-15,52652.0,Venegas,‎OPTION: Advanced Symbolic Logic (1 vote),False
2024-02-15,52652.0,Venegas,‎OPTION: Basic Sociology I (0 votes),False
2024-02-15,52691.0,Javier Hernández,"Macro II but with Sauma, otherwise no",False
2024-02-15,52694.0,Javier Hernández,Eh HAHAHA,False
2024-02-15,52698.0,Venegas,*HA HA HA HA HA HA*,False
2024-02-15,52707.0,Gustavo Amador,What the hell,False
2024-02-15,52731.0,Venegas,I asked for,False
2024-02-15,53612.0,Luis Fer Amey,‎sticker omitted,False
2024-02-16,44883.0,Corella,Remember the pre-registration,False
2024-02-16,45636.0,Paula,‎sticker omitted,False
2024-02-16,34370.0,Dixon Montero,How do you pre-register?,False
2024-02-16,34426.0,Adrian,From the first semester. It's from 16 to 20 (I think),False
2024-02-16,34433.0,Anthony,First semester pre-enrollment,False
2024-02-16,34513.0,Dixon Montero,Ok thanks,False
2024-02-16,34709.0,Venegas,"Damn, you idiot, in less than a month we'll be entering the mongolian semester.",False
2024-02-16,34714.0,Venegas,Carepicha,False
2024-02-16,35152.0,Anthony,"People, does anyone get Intro to Actuarial Sciences in pre-enrollment?",False
2024-02-16,35157.0,Anthony,Do I have to carry that?,False
2024-02-16,35297.0,Adrian,There's no need. It's more if you want. That's what Juanga told me about 6 months ago.,False
2024-02-16,35307.0,Adrian,"And yes, I think it works for all of us.",False
2024-02-16,35322.0,Adrian,"In fact, if you look at your academic record, you will see what has been validated.",False
2024-02-16,35414.0,Adrian,"In fact, that course is now used for the theory of interest. That's why they validated it",False
2024-02-16,35431.0,Venegas,Yeah,False
2024-02-16,35437.0,Venegas,I confirm,False
2024-02-16,35541.0,Anthony,Okok,False
2024-02-17,87045.0,Adrian,‎image omitted,False
2024-02-17,87189.0,Venegas,XD,False
2024-02-17,87234.0,Ashley Padilla,You don't even go,False
2024-02-17,87245.0,Anthony,frfr,False
2024-02-17,87246.0,Adrian,Make the chatter cooler then,False
2024-02-17,87299.0,Venegas,xd,False
2024-02-17,87304.0,Venegas,4r,False
2024-02-19,56937.0,Dixon Montero,https://youtube.com/@LuisRinconUNAM?si=0gPRwHCsoHLV52v8,False
2024-02-19,62849.0,Paula,‎sticker omitted,False
2024-02-19,67849.0,Javier Hernández,‎image omitted,False
2024-02-20,38227.0,Venegas,Plan-Updated.pdf • 4 pages document omitted,False
2024-02-20,38952.0,Paula,‎sticker omitted,False
2024-02-21,65119.0,Venegas,‎image omitted,False
2024-02-21,65129.0,Venegas,"Excuse me for the ""Ibam"" there",False
2024-02-21,65130.0,Venegas,hahaha,False
2024-02-21,65248.0,Paula,"Friday, someone to put home",False
2024-02-21,65251.0,Paula,‎sticker omitted,False
2024-02-21,65390.0,Venegas,HAHAHAHAHAHAHAHA,False
2024-02-21,65393.0,Venegas,Nothing else,False
2024-02-23,22296.0,Venegas,TWINKIE WINKY,False
2024-02-23,22309.0,Venegas,TWINKIE WINKY BOYS,False
2024-02-23,22313.0,Venegas,THE EARTH TELLS YOU,False
2024-02-23,22321.0,Venegas,"""WASH YOUR ASS THAT IS US TODAY""",False
2024-02-23,22325.0,Venegas,‎sticker omitted,False
2024-02-23,25054.0,Paula,‎sticker omitted,False
2024-02-23,25146.0,Venegas,Is anyone already in the U?,False
2024-02-23,25150.0,Venegas,🤔🤔🤔🤔,False
2024-02-23,25178.0,Adrian,Do you want me to calm your nerves with some kisses?,False
2024-02-23,25218.0,Venegas,Shi,False
2024-02-23,25220.0,Venegas,‎sticker omitted,False
2024-02-23,25239.0,Javier Hernández,oops,False
2024-02-23,25240.0,Javier Hernández,I'm here ‎,True
2024-02-23,25266.0,Adrian,You know I had fallen asleep and this chick woke me up xd. I'm not late because of you,False
2024-02-23,25282.0,Venegas,ha ha ha,False
2024-02-23,25282.0,Adrian,"line up, the first one gets the tula too",False
2024-02-23,25289.0,Venegas,Good luck to all the kids,False
2024-02-23,25291.0,Venegas,‎sticker omitted,False
2024-02-23,25295.0,Venegas,The TKMs,False
2024-02-23,25518.0,Luis Fer Amey,"Wait, what time is the exam? 🫠",False
2024-02-23,25532.0,Adrian,9 but raul said he would arrive around 8,False
2024-02-23,25535.0,Corella,9 but the teacher planned to arrive at 8,False
2024-02-23,25538.0,Luis Fer Amey,Fac,False
2024-02-23,25551.0,Luis Fer Amey,I just woke up weh,False
2024-02-23,25579.0,Javier Hernández,"Officially it is at nine, but supposedly if we arrive at eight and they open the class for us it could start at eight.",False
2024-02-23,25777.0,Adrian,same xd,False
2024-02-23,28819.0,Adrian,Did the teacher arrive at 8? I'm on my way D:,False
2024-02-23,28854.0,Gerard,x2,False
2024-02-23,28917.0,Ashley Padilla,Introduction to Probability.pdf • ‎4 pages ‎document omitted,False
2024-02-23,29042.0,~ Jeremy,‎~Jeremy joined using this group's invite link,False
2024-02-23,30029.0,Venegas,‎image omitted,False
2024-02-23,30032.0,Venegas,‎image omitted,False
2024-02-23,58249.0,Adrian,All nervous. Little thing,False
2024-02-23,65821.0,Venegas,"Every now and then I look at the cell phone thinking ""Has he sent the notes already?""",False
2024-02-23,65828.0,Venegas,"I'm anxious gang, help",False
2024-02-23,65831.0,Venegas,‎sticker omitted,False
2024-02-23,66265.0,Paula,‎sticker omitted,False
2024-02-23,66303.0,Adrian,Mae I'm sick and I can't sleep,False
2024-02-23,66315.0,Adrian,‎sticker omitted,False
2024-02-23,66389.0,Luis Fer Amey,‎sticker omitted,False
2024-02-23,66422.0,Luis Fer Amey,Honestly the exam was a bit violent,False
2024-02-23,66482.0,Javier Hernández,A bit? Ha ha,False
2024-02-23,66494.0,Javier Hernández,He was violent,False
2024-02-23,66512.0,Javier Hernández,"I was going to do it in 3, but days",False
2024-02-23,66567.0,Paula,What if we all get down on our knees so that the tasks are worth 35?,False
2024-02-23,66573.0,Paula,‎sticker omitted,False
2024-02-23,68475.0,Venegas,XDDDD,False
2024-02-23,68480.0,Venegas,Mae what a dick,False
2024-02-23,73734.0,Venegas,‎image omitted,False
2024-02-23,75874.0,Ashley Padilla,The notes are already there,False
2024-02-23,75941.0,Javier Hernández,‎sticker omitted,False
2024-02-23,76653.0,Luis Fer Amey,chill,False
2024-02-23,77410.0,Javier Hernández,‎sticker omitted,False
2024-02-27,45881.0,Adrian,‎image omitted,False
2024-02-27,45919.0,~ Jeremy,‎sticker omitted,False
2024-02-27,45921.0,~ Jeremy,Ha ha ha,False
2024-02-27,27157.0,Luis Fer Amey,‎sticker omitted,False
2024-03-01,60927.0,Javier Hernández,‎image omitted,False
2024-03-01,60927.0,Javier Hernández,‎image omitted,False
2024-03-01,60927.0,Javier Hernández,‎image omitted,False
2024-03-01,61948.0,Javier Hernández,Does anyone have drawing skills that can be sent with a good idea? 🥲,False
2024-03-01,62015.0,Venegas,‎sticker omitted,False
2024-03-01,62017.0,Venegas,Since 2020 I've been in charge and I always lose,False
2024-03-01,62036.0,Javier Hernández,But this time it has support,False
2024-03-01,62038.0,Javier Hernández,Ha ha ha,False
2024-03-01,62068.0,Venegas,I have it since 2020,False
2024-03-01,62069.0,Venegas,‎sticker omitted,False
2024-03-01,62878.0,Andrés Montero,Here we support,False
2024-03-01,62879.0,Andrés Montero,‎sticker omitted,False
2024-03-01,62953.0,Venegas,hahaha,False
2024-03-04,29530.0,Ashley Padilla,‎Change your security code with Ashley Padilla.,False
2024-03-05,23798.0,Anthony,"People, tomorrow is the TCU-725 briefings.",False
2024-03-05,23801.0,Anthony,‎image omitted,False
2024-03-05,28391.0,Adrian,The chances of me getting TCU are the same as your chances of ceasing to be rich.,False
2024-03-05,87983.0,Gustavo Amador,Thank you,False
2024-03-05,67723.0,Venegas,https://ci.ucr.ac.cr/cambio-en-el-acceso-redes-inalambricas-ucr,False
2024-03-05,69936.0,Paula,‎sticker omitted,False
2024-03-07,29046.0,Paula,‎Change your security code with Paula.,False
2024-03-10,58478.0,Venegas,Schedule-and-Fares-External-Buses-I-Cycle-2024.pdf • ‎4 pages ‎document omitted,False
2024-03-10,77194.0,Venegas,https://maikolsolis.com,False
2024-03-10,77201.0,Venegas,On that page is the Statistics,False
2024-03-10,77207.0,Venegas,"bitches, in case you want to see",False
2024-03-10,77214.0,Venegas,I spent the most night with the book,False
2024-03-10,77217.0,Venegas,I haven't looked for it,False
2024-03-10,77240.0,Venegas,Chapter 4.pdf • 47 pages document omitted,False
2024-03-10,77241.0,Venegas,Chapter 0.pdf • 16 pages document omitted,False
2024-03-10,77242.0,Venegas,Chapter 1.pdf • 42 pages document omitted,False
2024-03-10,77242.0,Venegas,Chapter 2.pdf • 33 pages document omitted,False
2024-03-10,77242.0,Venegas,Chapter 3.pdf • 45 pages document omitted,False
2024-03-10,77243.0,Venegas,StochasticsActuariado notes.pdf • ‎132 pages ‎document omitted,False
2024-03-10,77245.0,Venegas,"I have that Stochastics thing, in case you want to see it",False
2024-03-10,77300.0,Corella,"Probability and Statistics.pdf • ‎1,364 pages ‎document omitted",False
2024-03-10,77374.0,Venegas,Meet my slut,False
2024-03-10,77375.0,Venegas,thank you,False
2024-03-10,77532.0,Adrian,what a saico I spent about 1 hour looking for it and gave up. Corella my goat,False
2024-03-11,29066.0,Venegas,INTERNAL-BUS-SCHEDULE-I-2024.pdf • ‎1 page ‎document omitted,False
2024-03-11,31790.0,Gustavo Amador,‎image omitted,False
2024-03-11,31816.0,Gerard,I was also thinking the same thing 😅,False
2024-03-11,31831.0,Venegas,they should,False
2024-03-11,31834.0,Venegas,But there are 4,False
2024-03-11,36399.0,Dixon Montero,You've already seen that you have to make logs.,False
2024-03-11,36412.0,Dixon Montero,and forums,False
2024-03-11,36623.0,Ashley Padilla,carta_estudiante_CA_303_I_ciclo_2024.pdf • ‎12 pages ‎document omitted,False
2024-03-11,36648.0,Venegas,CA-0303,False
2024-03-11,36648.0,Venegas,ca0303,False
2024-03-11,36974.0,Venegas,I feel like the teacher is kind of nervous,False
2024-03-11,36977.0,Venegas,I feel***,False
2024-03-11,36981.0,Venegas,‎sticker omitted,False
2024-03-11,40219.0,Venegas,-Exclaimed the doctor in Statistics** ‎,True
2024-03-11,42410.0,Venegas,maikol.solis@ucr.com,False
2024-03-11,49880.0,Venegas,"David C. M. Dickson, Mary R. Hardy, Howard R. Waters - Actuarial Mathematics for Life Contingent Risks (International Series on Actuarial Science) (2020, Cambridge.pdf • 786 pages document omitted",False
